City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
533,Taunggyi,20.7833,97.0333,70.68,22,0,0.6,MM,2023-02-14 02:47:48
534,Codrington,-38.2667,141.9667,67.98,57,11,13.24,AU,2023-02-14 02:47:48
535,Ust-Tsilma,65.441,52.1498,17.22,94,99,7.61,RU,2023-02-14 02:47:48
536,Finote Selam,10.7,37.2667,57.15,46,0,1.45,ET,2023-02-14 02:47:49
537,Tanete,-3.9443,119.7848,87.57,55,100,13.73,ID,2023-02-14 02:47:49
538,Uvarovo,51.9849,42.2615,23.45,97,100,9.48,RU,2023-02-14 02:47:50
539,New York,40.7143,-74.006,52.14,30,0,15.99,US,2023-02-14 02:47:23
540,Longyearbyen,78.2186,15.6401,15.64,86,0,16.11,SJ,2023-02-14 02:47:50
541,Brejo Santo,-7.4933,-38.9872,79.03,61,98,0.83,BR,2023-02-14 02:43:55
542,Hvide Sande,56.0045,8.1294,41.09,80,96,8.68,DK,2023-02-14 02:47:50
543,Andenes,69.3143,16.1194,44.58,87,75,26.46,NO,2023-02-14 02:47:51
544,Flin Flon,54.7682,-101.865,27.01,98,99,2.1,CA,2023-02-14 02:47:51
545,Kashi,39.4547,75.9797,31.21,69,75,4.47,CN,2023-02-14 02:47:52
546,Ayr,55.4627,-4.6339,40.98,87,75,5.75,GB,2023-02-14 02:43:21
547,Deer Lake,49.1667,-57.4316,3.06,78,20,6.91,CA,2023-02-14 02:47:52
548,Seminole,28.7086,-81.2081,61.16,62,0,8.05,US,2023-02-14 02:47:53
549,Norwalk,33.9022,-118.0817,58.89,81,0,8.05,US,2023-02-14 02:47:05
550,Zabaykalsk,49.6333,117.3167,4.24,87,12,5.19,RU,2023-02-14 02:47:54
551,Bonthe,7.5264,-12.505,75.16,85,11,4.41,SL,2023-02-14 02:47:55
552,Chapais,49.7834,-74.8492,22.78,98,100,3.8,CA,2023-02-14 02:47:56
553,Semey,50.4111,80.2275,-23.58,69,84,2.24,KZ,2023-02-14 02:47:56
554,Constitucion,-35.3333,-72.4167,56.37,78,2,13.98,CL,2023-02-14 02:43:47
555,Mahon,39.8885,4.2658,45.16,81,75,3.44,ES,2023-02-14 02:45:51
556,Aswan,24.0934,32.907,51.1,43,0,4.61,EG,2023-02-14 02:48:57
557,Kouango,4.9934,19.9619,76.69,35,18,4.65,CF,2023-02-14 02:48:57
558,Fort Nelson,58.8053,-122.7002,0.99,81,100,6.91,CA,2023-02-14 02:48:57
559,Kerema,-7.9631,145.7785,86.25,67,38,7.2,PG,2023-02-14 02:48:58
560,Zhigansk,66.7697,123.3711,-21.28,96,100,11.36,RU,2023-02-14 02:48:58
561,Poplar Bluff,36.757,-90.3929,49.78,79,0,0.0,US,2023-02-14 02:48:59
562,Mayo,38.8876,-76.5119,51.01,44,0,6.91,US,2023-02-14 02:48:59
563,Cap Malheureux,-19.9842,57.6142,76.46,78,13,5.01,MU,2023-02-14 02:48:59
564,Kernersville,36.1199,-80.0736,53.22,40,0,6.91,US,2023-02-14 02:44:01
565,Ballina,-28.8667,153.5667,78.01,91,91,12.37,AU,2023-02-14 02:49:00
566,Bata,1.8639,9.7658,80.53,83,95,5.73,GQ,2023-02-14 02:49:00
567,Utinga,-5.8172,-35.3954,81.45,89,20,10.36,BR,2023-02-14 02:49:01
568,Paamiut,61.994,-49.6678,-5.08,82,5,11.36,GL,2023-02-14 02:49:01
569,Kirakira,-10.4544,161.9205,84.92,74,38,7.18,SB,2023-02-14 02:44:41
570,Ikalamavony,-21.15,46.5833,61.59,88,41,5.48,MG,2023-02-14 02:49:02
571,Adeje,28.1227,-16.726,61.02,66,20,5.75,ES,2023-02-14 02:49:02
572,Puerto Madryn,-42.7692,-65.0385,60.08,32,63,32.23,AR,2023-02-14 02:49:03
573,Neyshabur,36.2133,58.7958,36.63,86,99,2.08,IR,2023-02-14 02:47:15
574,Syedove,47.0768,38.156,30.22,94,100,19.33,UA,2023-02-14 02:49:03
575,Atlantis,-33.5667,18.4834,69.96,84,0,3.98,ZA,2023-02-14 02:49:04
